country_region_code,country_region,sub_region_1,sub_region_2,date,解析日,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline,VAR00002,VAR00003,VAR00004,VAR00005,VAR00006,VAR00007
JP,Japan,Kyoto, ,5/26/2020, ,-28,-5,-23,-41,-19,10, , , , , , 
JP,Japan,Kyoto, ,5/27/2020, ,-21,2,4,-38,-19,10, , , , , , 
JP,Japan,Kyoto, ,5/28/2020, ,-19,1,6,-37,-18,9, , , , , , 
JP,Japan,Kyoto, ,5/29/2020, ,-22,3,3,-38,-18,10, , , , , , 
JP,Japan,Kyoto, ,5/30/2020, ,-22,3,-7,-45,-18,8, , , , , , 
JP,Japan,Kyoto, ,5/31/2020, ,-27,-2,-46,-53,-19,9, , , , , , 
JP,Japan,Kyoto, ,6/1/2020, ,-21,0,-7,-31,-11,7, , , , , , 
JP,Japan,Kyoto, ,6/2/2020, ,-20,2,0,-33,-14,7, , , , , , 
JP,Japan,Kyoto, ,6/3/2020, ,-20,1,6,-32,-14,8, , , , , , 
JP,Japan,Kyoto, ,6/4/2020, ,-19,1,-3,-32,-14,7, , , , , , 
JP,Japan,Kyoto, ,6/5/2020, ,-20,3,-3,-34,-15,8, , , , , , 
JP,Japan,Mie, ,2/15/2020, ,-1,2,-10,-11,5,0, , , , , , 
JP,Japan,Mie, ,2/16/2020, ,-8,-5,-44,-18,-2,3, , , , , , 
JP,Japan,Mie, ,2/17/2020, ,-4,2,-11,-3,2,1, , , , , , 
JP,Japan,Mie, ,2/18/2020, ,0,2,-12,-3,0,1, , , , , , 
JP,Japan,Mie, ,2/19/2020, ,-1,0,0,-4,1,0, , , , , , 
JP,Japan,Mie, ,2/20/2020, ,4,5,-2,-3,1,0, , , , , , 
JP,Japan,Mie, ,2/21/2020, ,-2,1,3,-2,1,0, , , , , , 
JP,Japan,Mie, ,2/22/2020, ,-4,0,-27,-8,2,2, , , , , , 
JP,Japan,Mie, ,2/23/2020, ,2,8,8,4,0,0, , , , , , 
JP,Japan,Mie, ,2/24/2020, ,19,4,57,-6,-44,11, , , , , , 
JP,Japan,Mie, ,2/25/2020, ,2,7,-4,-3,1,0, , , , , , 
JP,Japan,Mie, ,2/26/2020, ,0,4,-1,-5,1,1, , , , , , 
JP,Japan,Mie, ,2/27/2020, ,-1,5,-5,-8,1,2, , , , , , 
JP,Japan,Mie, ,2/28/2020, ,1,12,-4,-14,2,1, , , , , , 
JP,Japan,Mie, ,2/29/2020, ,-6,8,-43,-33,3,4, , , , , , 
JP,Japan,Mie, ,3/1/2020, ,-6,10,-3,-28,4,3, , , , , , 
JP,Japan,Mie, ,3/2/2020, ,-6,8,-6,-20,1,3, , , , , , 
JP,Japan,Mie, ,3/3/2020, ,1,10,6,-19,-1,2, , , , , , 
JP,Japan,Mie, ,3/4/2020, ,-9,-2,-26,-25,-2,4, , , , , , 
JP,Japan,Mie, ,3/5/2020, ,-5,3,-17,-23,-2,4, , , , , , 
JP,Japan,Mie, ,3/6/2020, ,-6,2,6,-23,-2,4, , , , , , 
JP,Japan,Mie, ,3/7/2020, ,-7,5,3,-30,0,4, , , , , , 
JP,Japan,Mie, ,3/8/2020, ,-15,-6,-55,-43,-5,7, , , , , , 
JP,Japan,Mie, ,3/9/2020, ,-5,5,11,-18,-1,3, , , , , , 
JP,Japan,Mie, ,3/10/2020, ,-7,-1,-36,-24,-4,5, , , , , , 
JP,Japan,Mie, ,3/11/2020, ,-1,1,4,-19,-3,3, , , , , , 
JP,Japan,Mie, ,3/12/2020, ,0,7,20,-18,-3,3, , , , , , 
JP,Japan,Mie, ,3/13/2020, ,-3,3,12,-22,-3,3, , , , , , 
JP,Japan,Mie, ,3/14/2020, ,-8,0,-43,-35,-6,6, , , , , , 
JP,Japan,Mie, ,3/15/2020, ,-6,7,1,-27,-2,4, , , , , , 
JP,Japan,Mie, ,3/16/2020, ,-7,3,-19,-20,-2,4, , , , , , 
JP,Japan,Mie, ,3/17/2020, ,1,6,11,-16,-2,3, , , , , , 
JP,Japan,Mie, ,3/18/2020, ,-1,4,16,-17,-3,2, , , , , , 
JP,Japan,Mie, ,3/19/2020, ,5,7,12,-14,-3,2, , , , , , 
JP,Japan,Mie, ,3/20/2020, ,15,11,45,-23,-44,14, , , , , , 
JP,Japan,Mie, ,3/21/2020, ,-4,7,24,-16,-4,3, , , , , , 
JP,Japan,Mie, ,3/22/2020, ,-7,6,4,-20,-2,3, , , , , , 
JP,Japan,Mie, ,3/23/2020, ,-4,4,-2,-16,-1,3, , , , , , 
JP,Japan,Mie, ,3/24/2020, ,0,6,-3,-16,-2,3, , , , , , 
JP,Japan,Mie, ,3/25/2020, ,3,7,18,-12,-3,2, , , , , , 
JP,Japan,Mie, ,3/26/2020, ,4,11,30,-12,-3,2, , , , , , 
JP,Japan,Mie, ,3/27/2020, ,-5,2,-27,-22,-4,5, , , , , , 
JP,Japan,Mie, ,3/28/2020, ,-8,3,-30,-31,-4,5, , , , , , 
JP,Japan,Mie, ,3/29/2020, ,-9,4,-20,-33,-1,5, , , , , , 
JP,Japan,Mie, ,3/30/2020, ,-5,4,-29,-20,-4,4, , , , , , 
JP,Japan,Mie, ,3/31/2020, ,-2,5,-26,-23,-5,5, , , , , , 
JP,Japan,Mie, ,4/1/2020, ,-16,-7,-34,-28,-6,6, , , , , , 
JP,Japan,Mie, ,4/2/2020, ,-8,7,9,-24,-6,5, , , , , , 
JP,Japan,Mie, ,4/3/2020, ,-11,5,31,-27,-6,5, , , , , , 
JP,Japan,Mie, ,4/4/2020, ,-13,8,21,-37,-8,6, , , , , , 
JP,Japan,Mie, ,4/5/2020, ,-17,8,-1,-41,-8,7, , , , , , 
JP,Japan,Mie, ,4/6/2020, ,-11,6,2,-25,-6,5, , , , , , 
JP,Japan,Mie, ,4/7/2020, ,-7,7,14,-26,-7,5, , , , , , 
JP,Japan,Mie, ,4/8/2020, ,-12,3,14,-28,-8,5, , , , , , 
JP,Japan,Mie, ,4/9/2020, ,-12,4,9,-29,-7,6, , , , , , 
JP,Japan,Mie, ,4/10/2020, ,-16,5,-10,-36,-7,6, , , , , , 
JP,Japan,Mie, ,4/11/2020, ,-20,6,-12,-49,-14,9, , , , , , 
JP,Japan,Mie, ,4/12/2020, ,-32,-6,-61,-63,-14,11, , , , , , 
JP,Japan,Mie, ,4/13/2020, ,-28,-7,-54,-39,-9,9, , , , , , 
JP,Japan,Mie, ,4/14/2020, ,-13,6,-16,-33,-8,7, , , , , , 
JP,Japan,Mie, ,4/15/2020, ,-13,7,1,-37,-9,7, , , , , , 
JP,Japan,Mie, ,4/16/2020, ,-16,6,2,-37,-10,8, , , , , , 
JP,Japan,Mie, ,4/17/2020, ,-24,0,-31,-46,-12,10, , , , , , 
JP,Japan,Mie, ,4/18/2020, ,-36,-9,-56,-63,-19,14, , , , , , 
JP,Japan,Mie, ,4/19/2020, ,-35,-3,-23,-60,-17,10, , , , , , 
JP,Japan,Mie, ,4/20/2020, ,-30,-5,-46,-46,-13,11, , , , , , 
JP,Japan,Mie, ,4/21/2020, ,-25,-2,-4,-43,-14,10, , , , , , 
JP,Japan,Mie, ,4/22/2020, ,-29,-7,-8,-46,-17,11, , , , , , 
JP,Japan,Mie, ,4/23/2020, ,-30,-5,-11,-46,-17,12, , , , , , 
JP,Japan,Mie, ,4/24/2020, ,-30,-4,-18,-49,-18,12, , , , , , 
JP,Japan,Mie, ,4/25/2020, ,-36,-5,-23,-59,-24,13, , , , , , 
JP,Japan,Mie, ,4/26/2020, ,-40,-7,-29,-64,-23,12, , , , , , 
JP,Japan,Mie, ,4/27/2020, ,-28,-3,-16,-46,-17,11, , , , , , 
JP,Japan,Mie, ,4/28/2020, ,-22,1,-7,-45,-18,10, , , , , , 
JP,Japan,Mie, ,4/29/2020, ,-21,-8,11,-61,-55,18, , , , , , 
JP,Japan,Mie, ,4/30/2020, ,-20,3,-2,-49,-26,14, , , , , , 
JP,Japan,Mie, ,5/1/2020, ,-25,-3,-4,-53,-32,17, , , , , , 
JP,Japan,Mie, ,5/2/2020, ,-36,-7,-29,-61,-29,14, , , , , , 
JP,Japan,Mie, ,5/3/2020, ,-38,-7,-35,-65,-26,12, , , , , , 
JP,Japan,Mie, ,5/4/2020, ,-17,-7,-24,-67,-71,29, , , , , , 
JP,Japan,Mie, ,5/5/2020, ,-9,0,23,-61,-72,27, , , , , , 
JP,Japan,Mie, ,5/6/2020, ,-23,-14,-34,-69,-70,28, , , , , , 
JP,Japan,Mie, ,5/7/2020, ,-19,-1,2,-47,-25,13, , , , , , 
JP,Japan,Mie, ,5/8/2020, ,-24,-3,-2,-49,-25,14, , , , , , 
JP,Japan,Mie, ,5/9/2020, ,-32,-9,-38,-61,-19,13, , , , , , 
JP,Japan,Mie, ,5/10/2020, ,-32,-8,-54,-66,-21,12, , , , , , 
JP,Japan,Mie, ,5/11/2020, ,-26,-4,-18,-42,-14,10, , , , , , 
JP,Japan,Mie, ,5/12/2020, ,-21,-1,-6,-42,-14,10, , , , , , 
JP,Japan,Mie, ,5/13/2020, ,-19,-3,-8,-43,-14,9, , , , , , 
JP,Japan,Mie, ,5/14/2020, ,-20,-2,-5,-42,-14,9, , , , , , 
JP,Japan,Mie, ,5/15/2020, ,-20,-1,-12,-44,-14,10, , , , , , 
JP,Japan,Mie, ,5/16/2020, ,-30,-14,-70,-62,-20,14, , , , , , 
JP,Japan,Mie, ,5/17/2020, ,-23,-1,-22,-53,-14,9, , , , , , 
JP,Japan,Mie, ,5/18/2020, ,-24,-6,-33,-40,-10,9, , , , , , 
JP,Japan,Mie, ,5/19/2020, ,-16,-2,-23,-38,-11,9, , , , , , 
JP,Japan,Mie, ,5/20/2020, ,-11,2,-6,-36,-11,7, , , , , , 
JP,Japan,Mie, ,5/21/2020, ,-15,-1,-6,-36,-11,8, , , , , , 
JP,Japan,Mie, ,5/22/2020, ,-17,-3,-9,-39,-12,9, , , , , , 
JP,Japan,Mie, ,5/23/2020, ,-16,-2,-23,-48,-16,9, , , , , , 
JP,Japan,Mie, ,5/24/2020, ,-19,-2,-16,-48,-12,8, , , , , , 
JP,Japan,Mie, ,5/25/2020, ,-15,2,-18,-32,-9,7, , , , , , 
JP,Japan,Mie, ,5/26/2020, ,-13,-1,-24,-33,-9,8, , , , , , 
JP,Japan,Mie, ,5/27/2020, ,-11,0,-7,-32,-10,7, , , , , , 
JP,Japan,Mie, ,5/28/2020, ,-10,1,-5,-31,-9,7, , , , , , 
JP,Japan,Mie, ,5/29/2020, ,-12,0,-5,-34,-10,8, , , , , , 
JP,Japan,Mie, ,5/30/2020, ,-10,3,-17,-42,-12,7, , , , , , 
JP,Japan,Mie, ,5/31/2020, ,-18,-5,-60,-52,-13,8, , , , , , 
JP,Japan,Mie, ,6/1/2020, ,-14,-1,-23,-27,-4,5, , , , , , 
JP,Japan,Mie, ,6/2/2020, ,-10,-1,-10,-26,-6,5, , , , , , 
JP,Japan,Mie, ,6/3/2020, ,-10,-1,-5,-27,-7,5, , , , , , 
JP,Japan,Mie, ,6/4/2020, ,-9,0,-8,-26,-6,5, , , , , , 
JP,Japan,Mie, ,6/5/2020, ,-8,1,-5,-27,-10,6, , , , , , 
JP,Japan,Miyagi, ,2/15/2020, ,-2,4,19,-3,4,0, , , , , , 
JP,Japan,Miyagi, ,2/16/2020, ,-8,-4,-35,-15,-1,3, , , , , , 
JP,Japan,Miyagi, ,2/17/2020, ,-2,1,1,1,0,1, , , , , , 
JP,Japan,Miyagi, ,2/18/2020, ,-1,0,-6,-2,0,1, , , , , , 
JP,Japan,Miyagi, ,2/19/2020, ,6,5,15,-1,1,0, , , , , , 
JP,Japan,Miyagi, ,2/20/2020, ,3,5,11,-3,1,1, , , , , , 
JP,Japan,Miyagi, ,2/21/2020, ,-1,1,8,-2,0,1, , , , , , 
JP,Japan,Miyagi, ,2/22/2020, ,-2,4,16,2,-1,1, , , , , , 
JP,Japan,Miyagi, ,2/23/2020, ,0,0,-27,-6,0,1, , , , , , 
JP,Japan,Miyagi, ,2/24/2020, ,26,6,23,-19,-56,16, , , , , , 
JP,Japan,Miyagi, ,2/25/2020, ,0,5,0,0,1,0, , , , , , 
JP,Japan,Miyagi, ,2/26/2020, ,3,6,3,-3,2,0, , , , , , 
JP,Japan,Miyagi, ,2/27/2020, ,0,6,3,-7,1,1, , , , , , 
JP,Japan,Miyagi, ,2/28/2020, ,0,13,0,-14,2,2, , , , , , 
JP,Japan,Miyagi, ,2/29/2020, ,-8,17,-5,-27,7,3, , , , , , 
JP,Japan,Miyagi, ,3/1/2020, ,-10,13,-3,-30,6,3, , , , , , 
JP,Japan,Miyagi, ,3/2/2020, ,-12,1,-18,-21,-2,4, , , , , , 
JP,Japan,Miyagi, ,3/3/2020, ,-3,8,4,-22,-2,3, , , , , , 
JP,Japan,Miyagi, ,3/4/2020, ,-6,3,0,-22,-3,4, , , , , , 
JP,Japan,Miyagi, ,3/5/2020, ,-6,2,-3,-23,-3,4, , , , , , 
JP,Japan,Miyagi, ,3/6/2020, ,-10,-1,-4,-25,-3,5, , , , , , 
JP,Japan,Miyagi, ,3/7/2020, ,-10,4,15,-29,-2,4, , , , , , 
JP,Japan,Miyagi, ,3/8/2020, ,-13,-3,-39,-35,-4,5, , , , , , 
JP,Japan,Miyagi, ,3/9/2020, ,-6,1,6,-19,-3,4, , , , , , 
JP,Japan,Miyagi, ,3/10/2020, ,-10,-4,-25,-23,-5,5, , , , , , 
JP,Japan,Miyagi, ,3/11/2020, ,5,8,27,-19,-4,3, , , , , , 
JP,Japan,Miyagi, ,3/12/2020, ,2,6,21,-19,-3,3, , , , , , 
JP,Japan,Miyagi, ,3/13/2020, ,-4,3,15,-21,-4,4, , , , , , 
JP,Japan,Miyagi, ,3/14/2020, ,-6,3,-6,-25,-5,4, , , , , , 
JP,Japan,Miyagi, ,3/15/2020, ,-4,5,21,-26,-2,3, , , , , , 
JP,Japan,Miyagi, ,3/16/2020, ,-2,1,1,-16,-3,3, , , , , , 
JP,Japan,Miyagi, ,3/17/2020, ,-1,1,6,-19,-4,3, , , , , , 
JP,Japan,Miyagi, ,3/18/2020, ,6,7,32,-15,-2,2, , , , , , 
JP,Japan,Miyagi, ,3/19/2020, ,14,9,39,-10,-4,1, , , , , , 
JP,Japan,Miyagi, ,3/20/2020, ,12,5,7,-35,-56,19, , , , , , 
JP,Japan,Miyagi, ,3/21/2020, ,-3,5,33,-11,-7,2, , , , , , 
JP,Japan,Miyagi, ,3/22/2020, ,-6,2,-5,-19,-2,2, , , , , , 
JP,Japan,Miyagi, ,3/23/2020, ,-1,0,11,-15,-4,3, , , , , , 
JP,Japan,Miyagi, ,3/24/2020, ,2,1,6,-16,-3,3, , , , , , 
JP,Japan,Miyagi, ,3/25/2020, ,11,11,28,-13,-3,2, , , , , , 
JP,Japan,Miyagi, ,3/26/2020, ,6,10,29,-16,-4,3, , , , , , 
JP,Japan,Miyagi, ,3/27/2020, ,-2,5,13,-20,-4,4, , , , , , 
JP,Japan,Miyagi, ,3/28/2020, ,-7,6,9,-25,-2,4, , , , , , 
JP,Japan,Miyagi, ,3/29/2020, ,-14,0,-37,-35,-2,5, , , , , , 
JP,Japan,Miyagi, ,3/30/2020, ,0,3,15,-18,-5,4, , , , , , 
JP,Japan,Miyagi, ,3/31/2020, ,-2,5,18,-22,-4,4, , , , , , 
JP,Japan,Miyagi, ,4/1/2020, ,-9,6,5,-25,-6,5, , , , , , 
JP,Japan,Miyagi, ,4/2/2020, ,-11,4,-2,-29,-9,7, , , , , , 
JP,Japan,Miyagi, ,4/3/2020, ,-13,6,31,-29,-9,6, , , , , , 
JP,Japan,Miyagi, ,4/4/2020, ,-28,4,27,-47,-13,9, , , , , , 
JP,Japan,Miyagi, ,4/5/2020, ,-31,0,-2,-54,-16,9, , , , , , 
JP,Japan,Miyagi, ,4/6/2020, ,-15,2,9,-28,-9,6, , , , , , 
JP,Japan,Miyagi, ,4/7/2020, ,-15,3,23,-32,-11,7, , , , , , 
JP,Japan,Miyagi, ,4/8/2020, ,-13,6,42,-32,-12,7, , , , , , 
JP,Japan,Miyagi, ,4/9/2020, ,-18,2,26,-36,-12,8, , , , , , 
JP,Japan,Miyagi, ,4/10/2020, ,-22,5,6,-39,-12,9, , , , , , 
JP,Japan,Miyagi, ,4/11/2020, ,-30,3,30,-52,-20,10, , , , , , 
JP,Japan,Miyagi, ,4/12/2020, ,-33,0,32,-56,-18,9, , , , , , 
JP,Japan,Miyagi, ,4/13/2020, ,-33,-13,-37,-40,-14,11, , , , , , 
JP,Japan,Miyagi, ,4/14/2020, ,-20,1,-3,-40,-13,9, , , , , , 
JP,Japan,Miyagi, ,4/15/2020, ,-13,12,39,-37,-12,8, , , , , , 
JP,Japan,Miyagi, ,4/16/2020, ,-20,5,18,-40,-14,9, , , , , , 
JP,Japan,Miyagi, ,4/17/2020, ,-24,6,11,-43,-14,11, , , , , , 
JP,Japan,Miyagi, ,4/18/2020, ,-51,-19,-55,-66,-22,15, , , , , , 
JP,Japan,Miyagi, ,4/19/2020, ,-43,-7,-33,-65,-22,12, , , , , , 
JP,Japan,Miyagi, ,4/20/2020, ,-33,-7,-34,-46,-17,12, , , , , , 
JP,Japan,Miyagi, ,4/21/2020, ,-28,-2,-1,-46,-18,11, , , , , , 
JP,Japan,Miyagi, ,4/22/2020, ,-26,1,9,-48,-18,11, , , , , , 
JP,Japan,Miyagi, ,4/23/2020, ,-30,-2,-1,-49,-19,12, , , , , , 
JP,Japan,Miyagi, ,4/24/2020, ,-32,1,-5,-50,-20,14, , , , , , 
JP,Japan,Miyagi, ,4/25/2020, ,-40,-3,3,-58,-25,13, , , , , , 
JP,Japan,Miyagi, ,4/26/2020, ,-43,-8,-8,-63,-27,12, , , , , , 
JP,Japan,Miyagi, ,4/27/2020, ,-29,-2,9,-47,-22,13, , , , , , 
JP,Japan,Miyagi, ,4/28/2020, ,-25,0,3,-48,-23,12, , , , , , 
JP,Japan,Miyagi, ,4/29/2020, ,-21,-2,36,-66,-64,22, , , , , , 
JP,Japan,Miyagi, ,4/30/2020, ,-25,3,16,-51,-27,15, , , , , , 
JP,Japan,Miyagi, ,5/1/2020, ,-32,1,6,-55,-31,18, , , , , , 
JP,Japan,Miyagi, ,5/2/2020, ,-42,-6,5,-61,-31,15, , , , , , 
JP,Japan,Miyagi, ,5/3/2020, ,-41,-8,7,-62,-31,11, , , , , , 
JP,Japan,Miyagi, ,5/4/2020, ,-18,-5,28,-67,-74,29, , , , , , 
JP,Japan,Miyagi, ,5/5/2020, ,-15,1,34,-66,-74,29, , , , , , 
JP,Japan,Miyagi, ,5/6/2020, ,-24,-6,-13,-70,-72,29, , , , , , 
JP,Japan,Miyagi, ,5/7/2020, ,-26,-1,9,-47,-20,12, , , , , , 
JP,Japan,Miyagi, ,5/8/2020, ,-29,-2,16,-50,-21,14, , , , , , 
JP,Japan,Miyagi, ,5/9/2020, ,-33,-4,9,-55,-18,11, , , , , , 
JP,Japan,Miyagi, ,5/10/2020, ,-32,-4,-27,-60,-20,10, , , , , , 
JP,Japan,Miyagi, ,5/11/2020, ,-25,-5,8,-40,-15,10, , , , , , 
JP,Japan,Miyagi, ,5/12/2020, ,-24,-4,0,-42,-16,10, , , , , , 
JP,Japan,Miyagi, ,5/13/2020, ,-17,2,19,-41,-16,9, , , , , , 
JP,Japan,Miyagi, ,5/14/2020, ,-22,0,15,-42,-15,10, , , , , , 
JP,Japan,Miyagi, ,5/15/2020, ,-24,0,10,-44,-16,11, , , , , , 
JP,Japan,Miyagi, ,5/16/2020, ,-27,-2,2,-49,-16,10, , , , , , 
JP,Japan,Miyagi, ,5/17/2020, ,-26,-3,13,-49,-17,8, , , , , , 
JP,Japan,Miyagi, ,5/18/2020, ,-24,-7,-10,-37,-14,10, , , , , , 
JP,Japan,Miyagi, ,5/19/2020, ,-32,-13,-42,-43,-16,12, , , , , , 
JP,Japan,Miyagi, ,5/20/2020, ,-16,5,-21,-40,-14,10, , , , , , 
JP,Japan,Miyagi, ,5/21/2020, ,-21,-1,-10,-39,-14,10, , , , , , 
JP,Japan,Miyagi, ,5/22/2020, ,-22,-2,-6,-41,-14,11, , , , , , 
JP,Japan,Miyagi, ,5/23/2020, ,-25,-4,-32,-50,-18,11, , , , , , 
JP,Japan,Miyagi, ,5/24/2020, ,-20,0,23,-44,-14,7, , , , , , 
JP,Japan,Miyagi, ,5/25/2020, ,-17,0,8,-33,-13,8, , , , , , 
JP,Japan,Miyagi, ,5/26/2020, ,-14,0,5,-35,-12,8, , , , , , 
JP,Japan,Miyagi, ,5/27/2020, ,-9,6,21,-34,-11,7, , , , , , 
JP,Japan,Miyagi, ,5/28/2020, ,-13,2,19,-35,-11,8, , , , , , 
JP,Japan,Miyagi, ,5/29/2020, ,-16,1,14,-35,-12,9, , , , , , 
JP,Japan,Miyagi, ,5/30/2020, ,-15,4,24,-38,-12,6, , , , , , 
JP,Japan,Miyagi, ,5/31/2020, ,-15,2,18,-39,-11,6, , , , , , 
JP,Japan,Miyagi, ,6/1/2020, ,-16,0,2,-27,-8,6, , , , , , 
JP,Japan,Miyagi, ,6/2/2020, ,-13,-1,5,-29,-9,6, , , , , , 
JP,Japan,Miyagi, ,6/3/2020, ,-9,5,25,-27,-8,5, , , , , , 
JP,Japan,Miyagi, ,6/4/2020, ,-13,0,13,-28,-9,6, , , , , , 
JP,Japan,Miyagi, ,6/5/2020, ,-15,-1,4,-30,-10,7, , , , , , 
JP,Japan,Miyazaki, ,2/15/2020, ,-1,0,-16,-6,2,2, , , , , , 
JP,Japan,Miyazaki, ,2/16/2020, ,-2,-1,-27,-6,0,2, , , , , , 
JP,Japan,Miyazaki, ,2/17/2020, ,-1,0,0,8,2,0, , , , , , 
JP,Japan,Miyazaki, ,2/18/2020, ,2,1,-6,2,0,1, , , , , , 
JP,Japan,Miyazaki, ,2/19/2020, ,1,0,11,4,0,0, , , , , , 
JP,Japan,Miyazaki, ,2/20/2020, ,2,2,15,6,1,0, , , , , , 
JP,Japan,Miyazaki, ,2/21/2020, ,-1,1,-1,3,1,0, , , , , , 
JP,Japan,Miyazaki, ,2/22/2020, ,-1,3,-2,4,0,1, , , , , , 
JP,Japan,Miyazaki, ,2/23/2020, ,6,5,25,22,2,-2, , , , , , 
JP,Japan,Miyazaki, ,2/24/2020, ,24,2,66,25,-48,10, , , , , , 
JP,Japan,Miyazaki, ,2/25/2020, ,3,5,0,3,1,0, , , , , , 
JP,Japan,Miyazaki, ,2/26/2020, ,1,4,6,0,2,0, , , , , , 
JP,Japan,Miyazaki, ,2/27/2020, ,2,7,7,-1,1,1, , , , , , 
JP,Japan,Miyazaki, ,2/28/2020, ,6,17,-11,-12,2,1, , , , , , 
JP,Japan,Miyazaki, ,2/29/2020, ,-6,7,-40,-27,4,4, , , , , , 
JP,Japan,Miyazaki, ,3/1/2020, ,-9,0,-46,-31,3,5, , , , , , 
JP,Japan,Miyazaki, ,3/2/2020, ,-1,2,-2,-14,1,2, , , , , , 
JP,Japan,Miyazaki, ,3/3/2020, ,0,4,-2,-15,0,2, , , , , , 
JP,Japan,Miyazaki, ,3/4/2020, ,-3,1,-14,-18,-1,3, , , , , , 
JP,Japan,Miyazaki, ,3/5/2020, ,-3,4,4,-16,-1,3, , , , , , 
JP,Japan,Miyazaki, ,3/6/2020, ,-9,2,-1,-19,-1,4, , , , , , 
JP,Japan,Miyazaki, ,3/7/2020, ,-16,-2,-39,-32,-3,7, , , , , , 
JP,Japan,Miyazaki, ,3/8/2020, ,-11,2,-6,-19,-1,4, , , , , , 
JP,Japan,Miyazaki, ,3/9/2020, ,-9,-2,-13,-16,0,3, , , , , , 
JP,Japan,Miyazaki, ,3/10/2020, ,-1,5,-15,-16,-2,4, , , , , , 
JP,Japan,Miyazaki, ,3/11/2020, ,-2,5,2,-11,-2,3, , , , , , 
JP,Japan,Miyazaki, ,3/12/2020, ,-3,5,9,-10,-2,2, , , , , , 
JP,Japan,Miyazaki, ,3/13/2020, ,-5,3,-5,-19,-1,4, , , , , , 
JP,Japan,Miyazaki, ,3/14/2020, ,-5,3,-7,-20,-6,4, , , , , , 
JP,Japan,Miyazaki, ,3/15/2020, ,-8,3,-13,-17,-2,4, , , , , , 
JP,Japan,Miyazaki, ,3/16/2020, ,-1,1,-2,-10,-1,3, , , , , , 
JP,Japan,Miyazaki, ,3/17/2020, ,-5,1,-4,-14,-1,3, , , , , , 
JP,Japan,Miyazaki, ,3/18/2020, ,-4,2,7,-10,-1,3, , , , , , 
JP,Japan,Miyazaki, ,3/19/2020, ,3,6,1,-6,-1,1, , , , , , 
JP,Japan,Miyazaki, ,3/20/2020, ,12,7,49,-3,-48,13, , , , , , 
JP,Japan,Miyazaki, ,3/21/2020, ,-8,3,22,-9,-7,3, , , , , , 
JP,Japan,Miyazaki, ,3/22/2020, ,-11,-1,-38,-22,-2,5, , , , , , 
JP,Japan,Miyazaki, ,3/23/2020, ,-3,0,9,-9,0,2, , , , , , 
JP,Japan,Miyazaki, ,3/24/2020, ,0,2,6,-9,-2,2, , , , , , 
JP,Japan,Miyazaki, ,3/25/2020, ,5,6,13,-8,-5,2, , , , , , 
JP,Japan,Miyazaki, ,3/26/2020, ,-2,4,-20,-15,-3,3, , , , , , 
JP,Japan,Miyazaki, ,3/27/2020, ,-4,2,-23,-19,-3,4, , , , , , 
JP,Japan,Miyazaki, ,3/28/2020, ,-11,0,-31,-30,-4,6, , , , , , 
JP,Japan,Miyazaki, ,3/29/2020, ,-7,7,4,-15,2,3, , , , , , 
JP,Japan,Miyazaki, ,3/30/2020, ,-4,-1,-33,-17,-3,4, , , , , , 
JP,Japan,Miyazaki, ,3/31/2020, ,-2,4,-16,-16,-3,4, , , , , , 
JP,Japan,Miyazaki, ,4/1/2020, ,-6,1,-5,-20,-4,3, , , , , , 
JP,Japan,Miyazaki, ,4/2/2020, ,-6,2,32,-17,-5,3, , , , , , 
JP,Japan,Miyazaki, ,4/3/2020, ,-9,2,18,-20,-5,4, , , , , , 
JP,Japan,Miyazaki, ,4/4/2020, ,-13,5,24,-27,-7,5, , , , , , 
JP,Japan,Miyazaki, ,4/5/2020, ,-13,5,19,-27,-6,5, , , , , , 
JP,Japan,Miyazaki, ,4/6/2020, ,-7,4,14,-16,-5,3, , , , , , 
JP,Japan,Miyazaki, ,4/7/2020, ,-9,3,3,-21,-6,4, , , , , , 
JP,Japan,Miyazaki, ,4/8/2020, ,-12,1,8,-24,-7,4, , , , , , 
JP,Japan,Miyazaki, ,4/9/2020, ,-12,1,8,-25,-9,5, , , , , , 
JP,Japan,Miyazaki, ,4/10/2020, ,-11,3,0,-27,-9,6, , , , , , 
JP,Japan,Miyazaki, ,4/11/2020, ,-17,4,0,-36,-13,8, , , , , , 
JP,Japan,Miyazaki, ,4/12/2020, ,-28,-7,-63,-55,-14,11, , , , , , 
JP,Japan,Miyazaki, ,4/13/2020, ,-14,-1,-15,-27,-5,6, , , , , , 
JP,Japan,Miyazaki, ,4/14/2020, ,-14,-1,1,-25,-6,5, , , , , , 
JP,Japan,Miyazaki, ,4/15/2020, ,-11,6,1,-24,-7,5, , , , , , 
JP,Japan,Miyazaki, ,4/16/2020, ,-14,4,9,-25,-7,5, , , , , , 
JP,Japan,Miyazaki, ,4/17/2020, ,-19,2,-15,-34,-7,7, , , , , , 
JP,Japan,Miyazaki, ,4/18/2020, ,-23,2,-8,-37,-11,9, , , , , , 
JP,Japan,Miyazaki, ,4/19/2020, ,-27,-4,-26,-42,-12,9, , , , , , 
JP,Japan,Miyazaki, ,4/20/2020, ,-17,-2,-10,-26,-6,6, , , , , , 
